1.66E-25,1.66E-25,-4.03E-38
0.049963408,1.66E-25,0.039783599
0.099887804,0.001987221,0.079523625
0.149694232,0.005956379,0.119207256
0.199304303,0.011898432,0.158814708
0.248640432,0.019800281,0.198315237
0.297626215,0.029644299,0.237658688
0.346187011,0.041407501,0.276757382
0.394250941,0.055059909,0.315442985
0.441750884,0.070561018,0.353348092
0.488629214,0.087851029,0.389531121
0.534851271,0.106825503,0.421485833
0.580443336,0.127266973,0.445900398
0.625522573,0.148815246,0.462750312
0.670232094,0.171119882,0.47385662
0.71469088,0.193919556,0.480936758
0.75898686,0.217033291,0.485260616
0.803182214,0.240338195,0.487710493
0.847320066,0.263751156,0.488886926
0.891430065,0.287215877,0.489195724
0.935532534,0.310694069,0.488910496
0.979641413,0.334159529,0.48821566
1.023766297,0.357594182,0.487235566
1.067913837,0.380985422,0.486054095
1.112088687,0.404324331,0.484727837
1.156294153,0.427604475,0.483294956
1.200532628,0.450821095,0.481781152
1.24480589,0.473970559,0.480203689
1.289115305,0.497049994,0.478574103
1.333461956,0.520057028,0.476900044
1.377846741,0.542989627,0.475186514
1.422270433,0.565845971,0.473436714
1.466733724,0.58862438,0.471652612
1.511237251,0.611323256,0.469835334
1.555781619,0.633941049,0.467985427
1.60036741,0.656476228,0.466103041
1.644995197,0.678927266,0.46418805
1.689665545,0.701292625,0.462240137
1.73437902,0.723570751,0.460258849
1.779136186,0.745760065,0.458243639
1.823937613,0.767858959,0.45619389
1.868783873,0.789865794,0.454108935
1.913675545,0.811778896,0.451988069
1.95861321,0.833596554,0.449830557
2.003597457,0.855317023,0.44763564
2.04862888,0.876938515,0.445402538
2.093708078,0.898459204,0.443130458
2.138835654,0.919877224,0.440818587
2.184012219,0.941190665,0.438466104
2.229238385,0.962397577,0.436072173
2.274514771,0.983495965,0.433635949
2.319841999,1.004483791,0.431156576
2.365220693,1.025358971,0.428633194
2.410651483,1.046119378,0.426064934
2.456134998,1.066762837,0.423450926
2.501671872,1.087287129,0.420790297
2.547262737,1.107689989,0.418082178
2.592908226,1.127969103,0.415325707
2.638608972,1.148122114,0.412520036
2.684365607,1.168146616,0.409664335
2.730178758,1.188040161,0.406757803
2.776049049,1.207800255,0.403799682
2.821977096,1.22742436,0.400789267
2.867963511,1.246909902,0.39772593
2.914008891,1.266254267,0.39460914
2.960113824,1.28545481,0.391438499
3.00627888,1.304508858,0.388213778
