0,0,0
0.049950289,0.000993654,0.039780531
0.099822097,0.003972108,0.079518856
0.149536785,0.008928248,0.11918488
0.199016706,0.015849086,0.158800544
0.248184272,0.024721211,0.198304876
0.296964013,0.035524754,0.237542188
0.345284339,0.048228048,0.276453901
0.393072562,0.062802801,0.315412249
0.440271783,0.079185967,0.352635397
0.48686422,0.097229382,0.385965898
0.532843114,0.116774788,0.417502432
0.578190996,0.137660831,0.445213925
0.623118968,0.159639799,0.463816612
0.667766177,0.182327014,0.473965366
0.712146801,0.20529052,0.480094197
0.756415131,0.228470669,0.484123254
0.800640462,0.251821594,0.487637634
0.844769811,0.275265206,0.488814986
0.888876868,0.298735944,0.489045394
0.932986722,0.322211806,0.489145791
0.977097454,0.345677538,0.488601996
1.021223526,0.36910987,0.487662996
1.065373526,0.392497036,0.486570256
1.109551086,0.415831884,0.485352736
1.153758282,0.439109246,0.483969061
1.197998398,0.462323034,0.482484186
1.242273554,0.485469146,0.480930182
1.286585085,0.508544597,0.479306497
1.330934223,0.531546683,0.477618786
1.375322101,0.554472979,0.475878917
1.419749748,0.577321346,0.474104964
1.464218019,0.600090036,0.472318622
1.508726833,0.622778696,0.470509199
1.553276623,0.645385969,0.468667843
1.597868053,0.667910121,0.466792368
1.642501774,0.69034943,0.464881101
1.687178426,0.712702187,0.462932883
1.731898637,0.734966694,0.460947071
1.776663023,0.757141269,0.458923536
1.821472187,0.779224238,0.456862663
1.866326722,0.801213943,0.454765353
1.911227208,0.823108736,0.452633021
1.956174213,0.844906985,0.450467597
2.001168294,0.866607066,0.448271526
2.046209985,0.888207389,0.446047634
2.09129918,0.909707397,0.443789775
2.136436252,0.931105607,0.441492246
2.181622014,0.95239973,0.439153937
2.226857263,0.973587471,0.436773797
2.272142773,0.994666531,0.434350838
2.317479299,1.0156346,0.431884134
2.362867575,1.036489364,0.429372822
2.408308317,1.057228501,0.426816101
2.453802219,1.077849684,0.42421323
2.499349955,1.098350577,0.421563531
2.544952181,1.118728839,0.41886639
2.59060953,1.138982121,0.416121252
2.636322618,1.159108068,0.413327627
2.682092039,1.17910432,0.410485084
2.727918367,1.198968507,0.407593256
2.773802156,1.218698254,0.404651838
2.819743941,1.238291179,0.401660587
2.865744236,1.257744894,0.39861932
2.911803535,1.277057003,0.39552792
2.957922313,1.296225104,0.392386328
3.004101022,1.315246789,0.389194549
3.050340098,1.334119643,0.38595265
3.096639955,1.352841242,0.38266076
3.143000986,1.371409159,0.37931907
3.189423565,1.389820957,0.375927832
3.235908046,1.408074194,0.372487363
3.282454763,1.426166422,0.368998038
3.32906403,1.444095184,0.365460296
3.37573614,1.461858018,0.361874639
3.422471354,1.47945249,0.358242151
3.469269324,1.4968778,0.354592397
3.516130185,1.514131337,0.350932847
3.56305396,1.531210804,0.34726269
3.610039972,1.548116011,0.34359677
3.657086846,1.564848881,0.339965579
3.704192512,1.581413442,0.336415262
3.751354199,1.597815835,0.333007617
3.79856844,1.614064307,0.329820089
3.845831069,1.630169216,0.326945778
3.893133411,1.646152819,0.324623654
3.940461397,1.662054023,0.32316886
3.987812686,1.677884625,0.32236663
4.035180091,1.693669143,0.3221388
4.082550449,1.709447615,0.322586076
4.129904623,1.725275596,0.323988042
4.177217498,1.741224161,0.326803152
4.224457987,1.757379903,0.331668737
4.271589025,1.773844932,0.339401
4.318566151,1.790738665,0.351038497
4.365282935,1.808289864,0.368564813
4.411624392,1.826785548,0.391685684
4.457492222,1.846452261,0.41925131
4.502787058,1.867464573,0.450221818
4.547408468,1.889945088,0.483667265
4.591254954,1.913964437,0.518767637
4.634223951,1.939541281,0.554812848
4.67621183,1.966642309,0.591202741
4.717108793,1.995240027,0.627738553
4.756859362,2.025362883,0.664447774
4.795486271,2.056896951,0.700443943
4.833021789,2.08972368,0.734935808
4.869505635,2.123727336,0.767273374
4.904984968,2.158794991,0.796947905
